"Sample Plan (Id) / Plan d'échantillonage (Id)","Sampling Plan - Description / Plan d'échantillonage - Description","Date Sampled (YYYY/MM/DD) / Date d'échantillonage (AAAA/MM/JJ)","System ID / ID Système","Product Description / Description du Produit","Organic? / Biologique?","Country of Origin / Pays d'Origine","Function / Fonction","Analysis Type - Description / Type d'Analyse - Description","Method Number / No de Méthode","Value Text / Valeur textuelle","Unit / Unité","Analysis Assessment / Évaluation de l'Analyse"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-07","B2016VMAX02074","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-07","B2016VMAX02074","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-07","B2016VMAX02074","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-16","B2016VMAX02075","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-16","B2016VMAX02075","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-16","B2016VMAX02075","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-16","B2016VMAX02075","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-16","B2016VMAX02076","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-16","B2016VMAX02076","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-16","B2016VMAX02076","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-16","B2016VMAX02076","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-21","B2016VMAX02077","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-21","B2016VMAX02077","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-21","B2016VMAX02077","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-11-21","B2016VMAX02077","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-05","B2016VMAX02123","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-05","B2016VMAX02123","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-05","B2016VMAX02123","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-05","B2016VMAX02123","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-05","B2016VMAX02124","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-05","B2016VMAX02124","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-05","B2016VMAX02124","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-05","B2016VMAX02124","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-14","B2016VMAX02125","Pickle / Cornichon","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-14","B2016VMAX02125","Pickle / Cornichon","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-14","B2016VMAX02125","Pickle / Cornichon","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-14","B2016VMAX02125","Pickle / Cornichon","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-14","B2016VMAX02126","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-14","B2016VMAX02126","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-14","B2016VMAX02126","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-14","B2016VMAX02126","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-19","B2016VMAX02127","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-19","B2016VMAX02127","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-19","B2016VMAX02127","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2016-12-19","B2016VMAX02127","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-09","B2016VMAX02177","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-09","B2016VMAX02177","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-09","B2016VMAX02177","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-09","B2016VMAX02177","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-09","B2016VMAX02178","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-09","B2016VMAX02178","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-09","B2016VMAX02178","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-09","B2016VMAX02178","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-18","B2016VMAX02179","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-18","B2016VMAX02179","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-18","B2016VMAX02179","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-18","B2016VMAX02179","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-18","B2016VMAX02180","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-18","B2016VMAX02180","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-18","B2016VMAX02180","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-18","B2016VMAX02180","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-23","B2016VMAX02181","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-23","B2016VMAX02181","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-23","B2016VMAX02181","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-23","B2016VMAX02181","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-30","B2016VMAX02182","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-30","B2016VMAX02182","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-30","B2016VMAX02182","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-01-30","B2016VMAX02182","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-09","B2016VMAX02233","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-09","B2016VMAX02233","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-09","B2016VMAX02233","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-09","B2016VMAX02233","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-15","B2016VMAX02234","Pickle / Cornichon","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-15","B2016VMAX02234","Pickle / Cornichon","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-15","B2016VMAX02234","Pickle / Cornichon","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-15","B2016VMAX02234","Pickle / Cornichon","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-28","B2016VMAX02235","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-28","B2016VMAX02235","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-28","B2016VMAX02235","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-28","B2016VMAX02235","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-20","B2016VMAX02236","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-20","B2016VMAX02236","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-20","B2016VMAX02236","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-20","B2016VMAX02236","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-20","B2016VMAX02237","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-20","B2016VMAX02237","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-20","B2016VMAX02237","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-20","B2016VMAX02237","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-28","B2016VMAX02238","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-28","B2016VMAX02238","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-28","B2016VMAX02238","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-02-28","B2016VMAX02238","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-06","B2016VMAX02284","Unspecified / Non spécifié","Yes / Oui","SPAIN / Espagne","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-06","B2016VMAX02284","Unspecified / Non spécifié","Yes / Oui","SPAIN / Espagne","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-06","B2016VMAX02284","Unspecified / Non spécifié","Yes / Oui","SPAIN / Espagne","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-06","B2016VMAX02284","Unspecified / Non spécifié","Yes / Oui","SPAIN / Espagne","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-06","B2016VMAX02285","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-06","B2016VMAX02285","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-06","B2016VMAX02285","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-06","B2016VMAX02285","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-15","B2016VMAX02286","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-15","B2016VMAX02286","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-15","B2016VMAX02286","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-15","B2016VMAX02286","Field / De Champs","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-15","B2016VMAX02287","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-15","B2016VMAX02287","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-15","B2016VMAX02287","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-15","B2016VMAX02287","English / Anglais","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-15","B2016VMAX02288","Specialty / Spécialité","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
